"SITE"	"NAME"	"LAT"	"LON"	"SPECIES"	"ELE"	"CATEGORY"	"RWL"	"RESPONSIBLE"	"NO_TREES"	"FIRST_YEAR"	"LAST_YEAR"	"AGE"	"TREE_TYPE"	"CWB"
"P800016FASY"	"BB-248C"	48.9314351	13.7570301	"FASY"	"962,952"	"moderate"	"P800016FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	24	1884	2017	134	"Broadleaf"	34.1089447377622
"P800016PCAB"	"BB-248C"	48.9313794	13.7569714	"PCAB"	"962,952"	"moderate"	"P800016PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	11	1902	2016	115	"Conifer"	34.1089447377622
"P800017PCAB"	"BB-257F"	48.9378453	13.7264822	"PCAB"	"1039,82"	"rich"	"P800017PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	24	1658	2016	359	"Conifer"	35.7663949304571
"P800018FASY"	"BB-259B"	48.9481893	13.7273759	"FASY"	"870,923"	"moderate"	"P800018FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1762	2018	257	"Broadleaf"	34.5115258862575
"P800018PCAB"	"BB-259B"	48.9481779	13.7274393	"PCAB"	"870,923"	"moderate"	"P800018PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1770	2017	248	"Conifer"	34.5115258862575
"P800019ABAL"	"BB-529D"	49.0088375	13.8882619	"ABAL"	"738,47"	"acid"	"P800019ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1803	2017	215	"Conifer"	19.538674702545
"P800019PCAB"	"BB-529D"	49.0088455	13.8882482	"PCAB"	"738,47"	"acid"	"P800019PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1854	2016	163	"Conifer"	19.538674702545
"P800020FASY"	"KT-114G"	49.2595224	13.1286149	"FASY"	"700,869"	"rich"	"P800020FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	26	1837	2016	180	"Broadleaf"	24.5545001548311
"P800021ABAL"	"KT-201F"	49.2228229	13.1122883	"ABAL"	"991,01"	"acid"	"P800021ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1879	2017	139	"Conifer"	38.6024951049685
"P800021FASY"	"KT-201F"	49.222831	13.1122435	"FASY"	"991,01"	"acid"	"P800021FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	11	1882	2016	135	"Broadleaf"	38.6024951049685
"P800021PCAB"	"KT-201F"	49.2227843	13.1123286	"PCAB"	"991,01"	"acid"	"P800021PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	12	1780	2016	237	"Conifer"	38.6024951049685
"P800022FASY"	"KT-211G"	49.2015919	13.1504405	"FASY"	"796,61"	"extreme"	"P800022FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1852	2016	165	"Broadleaf"	46.3076959437256
"P800022PCAB"	"KT-211G"	49.2015735	13.1504584	"PCAB"	"796,61"	"extreme"	"P800022PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1853	2016	164	"Conifer"	46.3076959437256
"P800023FASY"	"KT-309E"	49.2533164	13.1997694	"FASY"	"772,221"	"acid"	"P800023FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	18	1833	2017	185	"Broadleaf"	31.2400186603268
"P800024ABAL"	"VB-207B"	48.635511	14.0588774	"ABAL"	"828,796"	"acid"	"P800024ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	16	1727	2016	290	"Conifer"	24.0403857613355
"P800024PCAB"	"VB-207B"	48.6355025	14.0588638	"PCAB"	"828,796"	"acid"	"P800024PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	17	1759	2017	259	"Conifer"	24.0403857613355
"P800025PCAB"	"VB-315E"	48.63484	14.14327	"PCAB"	"842,029"	"acid"	"P800025PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	26	1897	2017	121	"Conifer"	21.1941557629903
"P800026FASY"	"VB-318D"	48.6409128	14.115696	"FASY"	"951,413"	"acid"	"P800026FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	11	1882	2016	135	"Broadleaf"	23.1171845407784
"P800026PCAB"	"VB-318D"	48.6409184	14.1156545	"PCAB"	"951,413"	"acid"	"P800026PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	22	1877	2016	140	"Conifer"	23.1171845407784
"P800027ABAL"	"ZR-103B"	49.1983401	13.2024688	"ABAL"	"802"	"acid"	"P800027ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1832	2016	185	"Conifer"	56.9971608530482
"P800027FASY"	"ZR-103B"	49.1983445	13.2024702	"FASY"	"802"	"acid"	"P800027FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	12	1736	2017	282	"Broadleaf"	56.9971608530482
"P800027PCAB"	"ZR-103B"	49.198373	13.2025015	"PCAB"	"802"	"acid"	"P800027PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1876	2016	141	"Conifer"	56.9971608530482
"P800028ABAL"	"ZR-109F"	49.189815	13.2439828	"ABAL"	"1050,28"	"moderate"	"P800028ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	20	1831	2020	190	"Conifer"	65.5644780934229
"P800029ABAL"	"ZR-324A"	49.1495322	13.2519833	"ABAL"	"855,327"	"moderate"	"P800029ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1831	2016	186	"Conifer"	64.6645344865322
"P800029FASY"	"ZR-324A"	49.1495267	13.2520392	"FASY"	"855,327"	"moderate"	"P800029FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	18	1831	2017	187	"Broadleaf"	64.6645344865322
"P800030FASY"	"ZR-423F"	49.2097369	13.2714615	"FASY"	"1005,14"	"moderate"	"P800030FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	13	1772	2017	246	"Broadleaf"	54.4666957018245
"P800030PCAB"	"ZR-423F"	49.2097922	13.271471	"PCAB"	"1005,14"	"moderate"	"P800030PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	16	1735	2016	282	"Conifer"	54.4666957018245
"P800031ABAL"	"DraciSkaly"	48.8805937	13.8350535	"ABAL"	"672"	"rich"	"P800031ABAL_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	19	1789	2019	231	"Conifer"	32.9281546110908
"P800031PCAB"	"DraciSkaly"	48.8806309	13.8350076	"PCAB"	"672"	"rich"	"P800031PCAB_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	18	1859	2019	161	"Conifer"	32.9281546110908
"P800034PCAB"	"TetrevskaSlat"	49.0293542	13.53647	"PCAB"	"1139"	"moist"	"P800034PCAB_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	38	1662	2020	359	"Conifer"	58.9635827161868
"P800035FASY"	"Vlasata"	48.9767783	13.6494692	"FASY"	"965"	"moist"	"P800035FASY_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	18	1821	2019	199	"Broadleaf"	37.9828758358334
"P800036PCAB"	"VyderskySvah"	49.0359883	13.5022733	"PCAB"	"955,5"	"acid"	"P800036PCAB_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	35	1804	2020	217	"Conifer"	58.873966055053
"P800036QURO"	"ZlamanaSkala"	48.8266485	15.9766099	"QUsp"	"339"	"extreme"	"P800036QURO_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	120	1884	2018	135	"Broadleaf"	-9.31094321806527
"P800038QURO"	"NadHlubockouStezkou"	48.8331748	15.9722897	"QUsp"	"322"	"acid"	"P800038QURO_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	28	1866	2014	149	"Broadleaf"	-8.96361262359074
"P800039FASY"	"Smrcina1"	48.7486221	13.9204348	"FASY"	"1169"	"moderate"	"P800039FASY_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	13	1727	2020	294	"Broadleaf"	32.2675319144626
"P800039PCAB"	"Smrcina1"	48.7486266	13.9204633	"PCAB"	"1169"	"moderate"	"P800039PCAB_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	23	1721	2021	301	"Conifer"	32.2675319144626
"P800040FASY"	"Smrcina2"	48.7557632	13.9336492	"FASY"	"974"	"moderate"	"P800040FASY_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	20	1754	2020	267	"Broadleaf"	29.5464288188269
"P800040PCAB"	"Smrcina2"	48.7557119	13.9336406	"PCAB"	"974"	"moderate"	"P800040PCAB_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	14	1859	2020	162	"Conifer"	29.5464288188269
"P800040PISY"	"BU_255C_PISY"	48.949	17.229	"PISY"	"205"	"moderate"	"P800040PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1897	2021	125	"Conifer"	-7.5926860818391
"P800041PISY"	"BU_259C_PISY"	48.967	17.223	"PISY"	"200"	"moist"	"P800041PISY.rwl"	"jakub.kaspar@vukoz.cz"	44	1913	2021	109	"Conifer"	-7.72730348836631
"P800042PISY"	"ZD_227E_PISY"	48.931	17.189	"PISY"	"200"	"rich"	"P800042PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1933	2021	89	"Conifer"	-7.64834298878598
"P800043FASY"	"BU_054C_FASY"	49.103	17.204	"FASY"	"430"	"moderate"	"P800043FASY.rwl"	"jakub.kaspar@vukoz.cz"	42	1891	2021	131	"Broadleaf"	1.85331324422732
"P800044PCAB"	"BU_052C_PCAB"	49.1030301	17.1760681	"PCAB"	"455"	"moderate"	"P800044PCAB.rwl"	"jakub.kaspar@vukoz.cz"	22	1883	2021	139	"Conifer"	1.1834700834627
"P800044PISY"	"BU_052C_PISY"	49.1030724	17.1760031	"PISY"	"455"	"moderate"	"P800044PISY.rwl"	"jakub.kaspar@vukoz.cz"	46	1870	2021	152	"Conifer"	1.1834700834627
"P800046ABAL"	"VS_924B_ABAL"	49.3880101	17.97609	"ABAL"	"430"	"moderate"	"P800046ABAL.rwl"	"jakub.kaspar@vukoz.cz"	20	1897	2021	125	"Conifer"	21.6174190799644
"P800046PISY"	"VS_924B_PISY"	49.3880547	17.9760639	"PISY"	"430"	"moderate"	"P800046PISY.rwl"	"jakub.kaspar@vukoz.cz"	44	1883	2021	139	"Conifer"	21.6174190799644
"P800047PCAB"	"VS_926A_PCAB"	49.39	17.97	"PCAB"	"490"	"moderate"	"P800047PCAB.rwl"	"jakub.kaspar@vukoz.cz"	44	1895	2022	128	"Conifer"	20.3651455998421
"P800048FASY"	"LU_823B_FASY"	49.2149042	17.6650008	"FASY"	"350"	"moderate"	"P800048FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1870	2022	153	"Broadleaf"	6.51462070773045
"P800049FASY"	"LU_514D_FASY"	48.8748994	17.5489481	"FASY"	"485"	"moderate"	"P800049FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1925	2022	98	"Broadleaf"	8.81376294667522
"P800049QUSP"	"LU_514D_QUSP"	48.874944	17.5489154	"QUsp"	"385"	"moderate"	"P800049QUSP.rwl"	"jakub.kaspar@vukoz.cz"	40	1923	2022	100	"Broadleaf"	8.81376294667522
"P800050FASY"	"LU_532H_FASY"	48.8712928	17.6561706	"FASY"	"700"	"moderate"	"P800050FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1872	2022	151	"Broadleaf"	17.2562064441293
"P800051PISY"	"CH_672C_PISY"	49.35751	16.5008	"PISY"	"355"	"moderate"	"P800051PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1889	2022	134	"Conifer"	-1.79378752040366
"P800052ABAL"	"NO_621B_ABAL"	49.2612403	16.390566	"ABAL"	"330"	"moderate"	"P800052ABAL.rwl"	"jakub.kaspar@vukoz.cz"	40	1927	2022	96	"Conifer"	-3.43150306358933
"P800052FASY"	"NO_621B_FASY"	49.2612241	16.3905629	"FASY"	"370"	"moderate"	"P800052FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1805	2022	218	"Broadleaf"	-3.43150306358933
"P800052PCAB"	"NO_621B_PCAB"	49.2612224	16.3905554	"PCAB"	"370"	"moderate"	"P800052PCAB.rwl"	"jakub.kaspar@vukoz.cz"	38	1897	2021	125	"Conifer"	-3.43150306358933
"P800052QURO"	"NO_621B_QURO"	49.2613058	16.3905357	"QUsp"	"370"	"moderate"	"P800052QURO.rwl"	"jakub.kaspar@vukoz.cz"	38	1812	2021	210	"Broadleaf"	-3.43150306358933
"P800053PISY"	"NO_423A_PISY"	49.1562508	16.1787433	"PISY"	"370"	"moderate"	"P800053PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1886	2022	137	"Conifer"	-6.03965060005585
"P800054PISY"	"NO_461G_PISY"	49.1372761	16.2518374	"PISY"	"355"	"extreme"	"P800054PISY.rwl"	"jakub.kaspar@vukoz.cz"	44	1885	2022	138	"Conifer"	-7.19273342228184
"P800054QURO"	"NO_461G_QURO"	49.1372669	16.2518282	"QUsp"	"355"	"extreme"	"P800054QURO.rwl"	"jakub.kaspar@vukoz.cz"	46	1898	2022	125	"Broadleaf"	-7.19273342228184
"P800055FASY"	"NO_454E_FASY"	49.15143	16.1770931	"FASY"	"355"	"moderate"	"P800055FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1738	2022	285	"Broadleaf"	-6.03965060005585
"P800056PISY"	"NO_068C_PISY"	49.0975123	16.1735518	"PISY"	"355"	"moderate"	"P800056PISY.rwl"	"jakub.kaspar@vukoz.cz"	14	1930	2022	93	"Conifer"	-8.9486818061218
"P800056QURO"	"NO_068C_QURO"	49.0975764	16.1735849	"QUsp"	"355"	"moderate"	"P800056QURO.rwl"	"jakub.kaspar@vukoz.cz"	39	1928	2022	95	"Broadleaf"	-8.9486818061218
"P800057FASY"	"NM_741B_FASY"	49.52307	16.319054	"FASY"	"620"	"moderate"	"P800057FASY.rwl"	"jakub.kaspar@vukoz.cz"	38	1921	2022	102	"Broadleaf"	3.28035971762894
"P800057PISY"	"NM_741B_PISY"	49.5230552	16.3190444	"PISY"	"620"	"moderate"	"P800057PISY.rwl"	"jakub.kaspar@vukoz.cz"	38	1919	2022	104	"Conifer"	3.28035971762894
"P800058PCAB"	"NM_647A_PCAB"	49.4380233	16.0410529	"PCAB"	"540"	"moderate"	"P800058PCAB.rwl"	"jakub.kaspar@vukoz.cz"	42	1880	2022	143	"Conifer"	5.28638946309686
"P800058PISY"	"NM_647A_PISY"	49.43804	16.0410771	"PISY"	"540"	"moderate"	"P800058PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1876	2022	147	"Conifer"	5.28638946309686
"P800059PISY"	"NM_617A_PISY"	49.437	16.044	"PISY"	"545"	"moderate"	"P800059PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1846	2022	177	"Conifer"	5.41497631770869
"P800060PISY"	"LS_855A_PISY"	49.6752905	15.4812406	"PISY"	"500"	"acid"	"P800060PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1927	2022	96	"Conifer"	9.0427384241422
"P800060QUPE"	"LS_855A_QUSP"	49.6752726	15.4812754	"QUsp"	"505"	"acid"	"P800060QUPE.rwl"	"jakub.kaspar@vukoz.cz"	42	1932	2022	91	"Broadleaf"	9.0427384241422
"P800061FASY"	"LS_854A_FASY"	49.676263	15.4637175	"FASY"	"520"	"moderate"	"P800061FASY.rwl"	"jakub.kaspar@vukoz.cz"	38	1910	2022	113	"Broadleaf"	9.58191328613243
"P800062PCAB"	"LS_852D_PCAB"	49.6763186	15.4629719	"PCAB"	"520"	"moderate"	"P800062PCAB.rwl"	"jakub.kaspar@vukoz.cz"	40	1933	2022	90	"Conifer"	9.58191328613243
"P800063ABAL"	"LS_858B_ABAL"	49.6688861	15.4768817	"ABAL"	"505"	"acid"	"P800063ABAL.rwl"	"jakub.kaspar@vukoz.cz"	40	1872	2022	151	"Conifer"	9.07482187970231
"P800064FASY"	"SV_960A_FASY"	49.8373273	16.450851	"FASY"	"465"	"moderate"	"P800064FASY.rwl"	"jakub.kaspar@vukoz.cz"	40	1889	2022	134	"Broadleaf"	10.1862811415642
"P800064PCAB"	"SV_960A_PCAB"	49.8373227	16.4508874	"PCAB"	"465"	"moderate"	"P800064PCAB.rwl"	"jakub.kaspar@vukoz.cz"	40	1883	2022	140	"Conifer"	10.1862811415642
"P800064QUPE"	"SV_960A_QUPE"	49.8373279	16.450838	"QUsp"	"465"	"moderate"	"P800064QUPE.rwl"	"jakub.kaspar@vukoz.cz"	42	1885	2022	138	"Broadleaf"	10.1862811415642
"P800065PISY"	"SV_327F_PISY"	49.7222206	16.6105133	"PISY"	"420"	"acid"	"P800065PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1909	2022	114	"Conifer"	3.99636959523118
"P800066PCAB"	"PE_424A_PCAB"	49.3079856	15.5567599	"PCAB"	"585"	"acid"	"P800066PCAB.rwl"	"jakub.kaspar@vukoz.cz"	40	1887	2022	136	"Conifer"	7.21294161499944
"P800066PISY"	"PE_424A_PISY"	49.3079338	15.556781	"PISY"	"590"	"acid"	"P800066PISY.rwl"	"jakub.kaspar@vukoz.cz"	40	1923	2022	100	"Conifer"	7.21294161499944
"P800067QUPE"	"PE_720B_QUPE"	49.3008314	15.5213356	"QUsp"	"660"	"moderate"	"P800067QUPE.rwl"	"jakub.kaspar@vukoz.cz"	44	1912	2022	111	"Broadleaf"	7.54992366835475
"P800068FASY"	"PE_710B_FASY"	49.30463	15.5243611	"FASY"	"650"	"moderate"	"P800068FASY.rwl"	"jakub.kaspar@vukoz.cz"	42	1908	2022	115	"Broadleaf"	7.54992366835475
"P800071PISY"	"SLP03"	49.3106458	16.5921303	"PISY"	"475"	"moderate"	"P800071PISY.rwl"	"jakub.kaspar@vukoz.cz"	20	1938	2020	83	"Conifer"	-1.21019595685105
"P810003ABAL"	"Zofin"	48.6661681	14.7078326	"ABAL"	"778,71"	"moderate"	"P810003ABAL_trw_data.rwl"	"pavel.samonil@vukoz.cz"	25	1585	2011	427	"Conifer"	24.8108361598104
"P810003FASY"	"Zofin"	48.6661618	14.7078285	"FASY"	"778,71"	"moderate"	"P810003FASY_trw_data.rwl"	"pavel.samonil@vukoz.cz"	841	1576	2012	437	"Broadleaf"	24.8108361598104
"P810003PCAB"	"Zofin"	48.666114	14.7078325	"PCAB"	"778,71"	"moderate"	"P810003PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	269	1644	2011	368	"Conifer"	24.8108361598104
"P810004ABAL"	"Zofin"	48.666136	14.7078292	"ABAL"	"778,71"	"moist"	"P810004ABAL_trw_data.rwl"	"pavel.samonil@vukoz.cz"	22	1627	2010	384	"Conifer"	24.8108361598104
"P810004FASY"	"Zofin"	48.666131	14.7078101	"FASY"	"778,71"	"moist"	"P810004FASY_trw_data.rwl"	"pavel.samonil@vukoz.cz"	197	1611	2013	403	"Broadleaf"	24.8108361598104
"P810004PCAB"	"Zofin"	48.6662109	14.707875	"PCAB"	"778,71"	"moist"	"P810004PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	254	1569	2011	443	"Conifer"	24.8108361598104
"P810005FASY"	"Zofin"	48.6661674	14.7078132	"FASY"	"778,71"	"rich"	"P810005FASY_trw_data.rwl"	"pavel.samonil@vukoz.cz"	339	1613	2012	400	"Broadleaf"	24.8108361598104
"P810005PCAB"	"Zofin"	48.6661253	14.7078653	"PCAB"	"778,71"	"rich"	"P810005PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	71	1708	2010	303	"Conifer"	24.8108361598104
"P810103FASY"	"Boubin"	48.978639	13.8119669	"FASY"	"1020,25"	"moderate"	"P810103FASY_trw_data.rwl"	"pavel.samonil@vukoz.cz"	155	1620	2014	395	"Broadleaf"	31.3033139569809
"P810104FASY"	"Boubin"	48.9786639	13.8119734	"FASY"	"1020,25"	"moist"	"P810104FASY_trw_data.rwl"	"pavel.samonil@vukoz.cz"	34	1620	2014	395	"Broadleaf"	31.3033139569809
"P810104PCAB"	"Boubin"	48.9786962	13.8119641	"PCAB"	"1020,25"	"moist"	"P810104PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	107	1613	2010	398	"Conifer"	31.3033139569809
"P810113ABAL"	"Boubin"	48.9786479	13.8119718	"ABAL"	"1020,25"	"moderate"	"P810113ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	24	1456	2017	562	"Conifer"	31.3033139569809
"P810113FASY"	"Boubin"	48.9786119	13.8120066	"FASY"	"1020,25"	"moderate"	"P810113FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	45	1615	2018	404	"Broadleaf"	31.3033139569809
"P810113PCAB"	"Boubin"	48.9786172	13.8120292	"PCAB"	"1020,25"	"moderate"	"P810113PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	395	1534	2019	486	"Conifer"	31.3033139569809
"P810114ABAL"	"Boubin"	48.978697	13.8119749	"ABAL"	"1020,25"	"moist"	"P810114ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	44	1628	2018	391	"Conifer"	31.3033139569809
"P810114FASY"	"Boubin"	48.9786198	13.8119636	"FASY"	"1020,25"	"moist"	"P810114FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	35	1742	2017	276	"Broadleaf"	31.3033139569809
"P810114PCAB"	"Boubin"	48.9786806	13.8119831	"PCAB"	"1020,25"	"moist"	"P810114PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	480	1617	2023	407	"Conifer"	31.3033139569809
"P810115PCAB"	"Boubin"	48.9786211	13.8119776	"PCAB"	"1020,25"	"rich"	"P810115PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	16	1635	2017	383	"Conifer"	31.3033139569809
"P810123PCAB"	"Boubin"	48.9786466	13.8119464	"PCAB"	"1020,25"	"moderate"	"P810123PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	314	1631	2019	389	"Conifer"	31.3033139569809
"P810124PCAB"	"Boubin"	48.9786387	13.811954	"PCAB"	"1020,25"	"moist"	"P810124PCAB_trw_data.rwl"	"pavel.samonil@vukoz.cz"	548	1537	2021	485	"Conifer"	31.3033139569809
"P810150FASY"	"Boubin"	48.9742996	13.8070424	"FASY"	"1136"	"moderate"	"P810150FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	32	1689	2018	330	"Broadleaf"	32.5656153444946
"P810150PCAB"	"Boubin"	48.9743251	13.8070693	"PCAB"	"1136"	"moderate"	"P810150PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	31	1723	2018	296	"Conifer"	32.5656153444946
"P810152PCAB"	"Boubin"	48.9767304	13.8222124	"PCAB"	"998"	"moderate"	"P810152PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	219	1723	2020	298	"Conifer"	29.926971871381
"P810153PCAB"	"Boubin"	48.9697198	13.8174262	"PCAB"	"992"	"rich"	"P810153PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	87	1859	2020	162	"Conifer"	31.2337981440624
"P810154PCAB"	"Boubin"	48.9726796	13.8025242	"PCAB"	"1227"	"acid"	"P810154PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	32	1831	2020	190	"Conifer"	32.5656153444946
"P810155PCAB"	"Boubin"	48.9928296	13.8182503	"PCAB"	"1298"	"acid"	"P810155PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	56	1764	2019	256	"Conifer"	30.5997393872589
"P810156PCAB"	"Boubin"	48.9903444	13.812047	"PCAB"	"1293"	"acid"	"P810156PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	56	1800	2019	220	"Conifer"	30.5997393872589
"P810157PCAB"	"Boubin"	48.9941161	13.8117035	"PCAB"	"1318"	"acid"	"P810157PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	32	1776	2019	244	"Conifer"	30.5997393872589
"P810159PCAB"	"Boubin"	48.9910721	13.8024801	"PCAB"	"1270"	"acid"	"P810159PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1842	2019	178	"Conifer"	31.3221226723989
"P810160PCAB"	"Boubin"	48.9959565	13.8108783	"PCAB"	"1261"	"acid"	"P810160PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	22	1800	2020	221	"Conifer"	28.6672844682137
"P810161PCAB"	"Boubin"	48.9862852	13.8155412	"PCAB"	"1223"	"acid"	"P810161PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	60	1844	2019	176	"Conifer"	31.3033139569809
"P810162PCAB"	"Boubin"	48.9835579	13.8179015	"PCAB"	"1167"	"extreme"	"P810162PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	13	1879	2018	140	"Conifer"	31.3033139569809
"P810163PCAB"	"Boubin"	48.9740336	13.799355	"PCAB"	"1265"	"acid"	"P810163PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1817	2019	203	"Conifer"	32.5656153444946
"P810164PCAB"	"Boubin"	48.9813902	13.7983263	"PCAB"	"1241"	"acid"	"P810164PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	18	1881	2020	140	"Conifer"	32.3757269051671
"P810166PCAB"	"Boubin"	48.9806188	13.803892	"PCAB"	"1144"	"moist"	"P810166PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	22	1877	2019	143	"Conifer"	32.3757269051671
"P810171PCAB"	"Boubin"	48.9785302	13.816766	"PCAB"	"1010"	"rich"	"P810171PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	64	1825	2020	196	"Conifer"	31.3033139569809
"P810203FASY"	"Razula"	49.3597625	18.3834013	"FASY"	"747,11"	"moderate"	"P810203FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	55	1720	2012	293	"Broadleaf"	43.3967615861197
"P810213ABAL"	"Razula"	49.3597615	18.3834143	"ABAL"	"747,11"	"moderate"	"P810213ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	16	1736	2017	282	"Conifer"	43.3967615861197
"P810213FASY"	"Razula"	49.3597262	18.3834229	"FASY"	"747,11"	"moderate"	"P810213FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	668	1615	2017	403	"Broadleaf"	43.3967615861197
"P810214FASY"	"Razula"	49.3597784	18.3833421	"FASY"	"747,11"	"moist"	"P810214FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	75	1727	2017	291	"Broadleaf"	43.3967615861197
"P810302QURO"	"VelkaPles"	49.9905844	13.8048064	"QUsp"	"434,61"	"extreme"	"P810302QURO_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	31	1817	2015	199	"Broadleaf"	-3.64138422071934
"P810312QURO"	"VelkaPles"	49.9905703	13.8047835	"QUsp"	"434,61"	"extreme"	"P810312QURO_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	566	1800	2018	219	"Broadleaf"	-3.64138422071934
"P810404ABAL"	"Brevniste"	48.842876	14.1586047	"ABAL"	"812"	"rich"	"P810404ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	36	1819	2019	201	"Conifer"	12.5830953205998
"P810405ABAL"	"Brevniste"	48.8428522	14.1586385	"ABAL"	"812"	"extreme"	"P810405ABAL_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	380	1831	2019	189	"Conifer"	12.5830953205998
"P810503FASY"	"Mionsi"	49.5363889	18.6602778	"FASY"	"858,37"	"moderate"	"P810503FASY_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	62	1657	2012	356	"Broadleaf"	49.0025708025073
"P810613FASY"	"Salajka"	49.4019556	18.421389	"FASY"	"768,69"	"moderate"	"P810613FASY_trw_data.rwl"	"ivana.vasickova@vukoz.cz"	53	1632	2014	383	"Broadleaf"	45.5620260513822
